RECORD,hbpermin,Pseg,PQseg,QRSseg,QRseg,QTseg,RSseg,STseg,Tseg,PTseg,ECGseg,QRtoQSdur,RStoQSdur,RRmean,PPmean,PQdis,PonQdis,PRdis,PonRdis,PSdis,PonSdis,PTdis,PonTdis,PToffdis,QRdis,QSdis,QTdis,QToffdis,RSdis,RTdis,RToffdis,STdis,SToffdis,PonToffdis,PonPQang,PQRang,QRSang,RSTang,STToffang,RRTot,NNTot,SDRR,IBIM,IBISD,SDSD,RMSSD,QRSarea,QRSperi,PQslope,QRslope,RSslope,STslope,NN50,pNN50,ECG_signal
11,85.9701492537313,0.0740972222222222,0.103125,0.0925,0.0470138888888889,0.197013888888889,0.0454861111111111,0.104513888888889,0.125763888888889,0.300138888888889,0.400347222222222,0.00141197514359279,0.00136580263418499,251.692307692308,251.74358974359,37.0822134008967,51.5915161231338,54.0300397553424,68.5442006394345,70.3893481660111,84.8996891432007,108.025669138546,122.538523033674,129.718116683885,16.9995489646625,33.308288616458,70.9508442857419,92.6419634934877,16.4281445079091,54.0054182916366,75.6976265485388,37.6483035606376,59.3364506744871,144.230769709212,1.74896231372301,-5.3908796881314,9.6792056958588,-6.378653763104,1.47763664343519,40,39,5.84918949526165,251.692307692308,5.92565273399367,7.34413290243597,251.760264476408,23.4627746780086,66.7359820890297,-0.016855252530203,0.0773904543727007,-0.0919603605294555,0.0196320346369054,0,0,ARR
12,58.0298507462687,0.0740740740740741,0.101028806584362,0.0887860082304527,0.0444444444444444,0.193827160493827,0.0443415637860082,0.105041152263374,0.124897119341564,0.294855967078189,0.387860082304527,0.00139064882195109,0.00138712895582669,371.5,371.576923076923,36.4281401037758,49.6947010674676,52.4288417602822,65.6984355959545,68.3882356856344,81.6559214764132,106.192312468792,119.461605414751,126.423147021721,16.059697220088,31.9617180297121,69.7719173368089,90.0012661429701,16.029961647906,53.7747652979085,74.0055517526711,37.8143367601646,58.0413186763158,139.692308028757,1.47642293706194,-5.88654161354468,10.2184870367213,-6.35896617701078,1.48352078711679,27,26,44.3684312581332,371.5,45.2470993545443,60.8834953004507,374.140090998422,22.8347972880454,64.051376897706,-0.01666580113925,0.0862910909282242,-0.0925364043473305,0.0187161592180418,6,23.0769230769231,ARR
13,60.1791044776119,0.0621031746031746,0.0928571428571429,0.0652777777777778,0.0350198412698413,0.150793650793651,0.0302579365079365,0.085515873015873,0.0889880952380952,0.243650793650794,0.317956349206349,NaN,NaN,354.148148148148,352.407407407407,33.1739402837831,44.7087844440348,45.3211872029376,56.8581868875913,55.9523156933172,67.4872300640256,86.8532412895779,98.4078692980199,101.964769824996,12.157065802333,22.7786215188442,53.7109928105187,68.8184621295295,10.6496022077661,41.5616359593528,56.6720650170446,30.9423627707773,46.0423757534288,113.518523324611,4.32294218261364,NaN,NaN,NaN,NaN,28,27,102.334130906665,354.148148148148,104.283527611287,129.571163422007,368.636928678049,12.143154377326,45.5852895289432,-0.0380190619630934,NaN,NaN,0.0321759747925143,9,33.3333333333333,ARR
14,62.3283582089552,0.078448275862069,0.115613026819923,0.0886015325670498,0.0454022988505747,0.194731800766284,0.0431992337164751,0.106130268199234,0.122126436781609,0.310344827586207,0.404310344827586,0.00142345661846496,0.00135432115931282,345.678571428571,345.678571428571,41.6113982956605,57.0019030013649,57.9692494917817,73.3625101351015,73.5033451251789,88.8946984032263,111.714292825551,127.107176133623,130.250070833509,16.4130435047521,31.8930392718331,70.1093583140011,88.6440475866201,15.6041769230027,53.7558849605414,72.2912413799781,38.2200553255875,56.752827490655,145.642857310346,1.30259965239337,-5.54361748814362,10.0881408877293,-6.35697026226202,1.29999713780398,29,28,22.3383935530425,345.678571428571,22.7483065245624,27.3839238732162,346.399593780692,22.409893982226,63.9102596995879,-0.0142896787396149,0.0826554188929179,-0.0938832894965694,0.0173462305581466,9,32.1428571428571,ARR
15,49.4328358208955,0.0571256038647343,0.0815217391304348,0.0535024154589372,0.0274154589371981,0.128985507246377,0.0260869565217391,0.0754830917874396,0.106280193236715,0.210507246376812,0.296739130434783,NaN,NaN,430.681818181818,432.227272727273,29.8957438692558,39.6439792750196,40.2144200256608,49.9652928101366,50.0348859091278,59.7826090568822,76.7742520281809,86.5455989883921,98.5928114806049,10.3484717617539,20.1391748012836,46.916102271826,68.7308276092137,9.88280214145234,36.6002870536212,58.4163285380316,26.7959518639881,48.5988495749074,108.363647091947,5.35293815487862,NaN,NaN,NaN,3.01248813715924,23,22,19.9143309832994,430.681818181818,20.38296759467,29.8817017549744,431.141982519575,15.2329831708744,40.3704487044898,-0.0438666710033763,NaN,NaN,0.0433635742164703,8,36.3636363636364,ARR
16,64.4776119402985,0.064537037037037,0.0969444444444444,0.1,0.0506481481481482,0.2,0.0493518518518518,0.1,0.0928703703703704,0.296944444444444,0.382407407407407,0.00140319865319865,0.00137457912457912,325.241379310345,325.379310344828,35.1126348854337,45.9357833593758,53.1762589414647,64.0054244486617,70.8315353551633,81.6572264758788,106.931091725448,117.758672646231,126.551951634514,18.1242222172978,35.7241645774506,71.8309599931705,91.4498816593773,17.708905118713,53.7635233291341,73.3845232396046,36.1097844271672,55.7264878533738,137.379334533713,NaN,-5.81006796050674,8.95740694741847,-5.50938132309636,1.48266630283394,30,29,89.4668712226675,325.241379310345,91.0504786103424,163.36710179525,337.322213709784,25.1872214770151,71.5572919134614,-0.0229515422353257,0.0786214922144957,-0.0780366025948281,0.0182815000034121,8,27.5862068965517,ARR
17,60.1791044776119,0.0901785714285714,0.0952380952380952,0.102678571428571,0.0511904761904762,0.199702380952381,0.0514880952380952,0.0970238095238095,0.0930555555555556,0.294940476190476,0.382837301587302,0.00138493575993576,0.00139284201784202,356.851851851852,356.814814814815,34.2658366881245,49.4842752819875,52.7082500044495,67.9310865739456,71.2622188404851,86.4829507028093,106.148153172813,121.370424018729,122.555653780061,18.4948318971181,37.0000091557282,71.8917372123427,88.2978058177551,18.6040363817612,53.4493481207416,69.8569862431825,34.8943680715686,51.2986788417757,137.777778169001,1.66563452514779,-5.33121878061758,8.33519715608124,-5.13418560744669,1.44198239319643,28,27,6.94264174132747,356.851851851852,7.07489441999886,7.8020062660285,356.919380875352,24.9173342514469,74.0988774346075,-0.0195218455860377,0.0736648415198429,-0.0720763530071123,0.0176617077749049,0,0,ARR
18,88.1194029850746,0.0830623306233062,0.101287262872629,0.0984417344173442,0.0491192411924119,0.198848238482385,0.0493224932249323,0.100406504065041,0.094579945799458,0.300135501355014,0.390176151761518,0.00138603905880329,0.00139173871897449,243.1,243.075,36.4839556497134,49.753757873358,54.1550443301967,67.4314944134288,71.9284783779255,85.2015301259727,108.050036280778,121.325048747793,127.175171969055,17.7426355847592,35.4501454609048,71.5786200356127,90.7019784165416,17.8337529135415,53.9063487242979,73.0311549284815,36.1303083057663,55.252248697333,140.450000624933,2.11862160695797,-6.27278902645176,9.65520910314939,-5.63311822289952,1.34430630663838,41,40,7.7614431647729,243.1,7.86031903834796,8.14343796280437,243.223868072194,26.5211756255886,71.0265339592055,-0.0221531462762923,0.0875552554485603,-0.0813632613752814,0.0171342764710294,1,2.5,ARR
19,49.4328358208955,0.0896135265700483,0.101449275362319,0.0966183574879227,0.0481884057971015,0.198188405797101,0.0484299516908213,0.101570048309179,0.118840579710145,0.29963768115942,0.415217391304348,0.00138543823326432,0.00139233954451346,434.090909090909,434.136363636364,36.5500787942241,56.4563352919956,53.9146871812751,73.8237683374664,71.3219199353375,91.2292362483823,107.909092882114,127.818231421764,129.636435605855,17.4166192323466,34.773047927756,71.3658486375696,93.0919717069596,17.4741799310286,54.0058621436909,75.7327847122036,36.5978224578818,58.3212106994372,149.545454641099,1.28830555864405,-5.37297787031008,9.40332525520529,-6.0516593001702,1.42231369879733,23,22,10.5654199714708,434.090909090909,10.8140521056505,17.3931464074248,434.219466922598,24.8651429915248,69.6638470911311,-0.0158793749356457,0.0780578433649651,-0.0864373989754141,0.0194029962459373,3,13.6363636363636,ARR
20,88.1194029850746,0.058130081300813,0.0916666666666667,0.0624661246612466,0.0317750677506775,0.160772357723577,0.0306910569105691,0.0983062330623306,0.0976287262872629,0.252439024390244,0.321883468834688,NaN,NaN,243.375,242.15,32.6020201936606,44.8055264863725,43.9024479288475,56.1066065839888,54.8018507898643,67.0055426924818,90.1510980234989,102.375071998216,102.951642799245,11.3173206609956,22.2001542751816,57.5810733695524,70.3783734372351,10.9222260448329,46.2822983982365,59.0799751302279,35.3828643321349,48.1791911162745,115.175005801387,NaN,NaN,NaN,NaN,1.7585041844186,41,40,64.9960335328241,243.375,65.8240418629811,115.187221467837,251.90449579156,11.2873476023222,44.4397009810101,-0.0379816684981362,NaN,NaN,0.0195468084421287,15,37.5,ARR
21,87.7700693756194,0.0693766937669377,0.0996612466124661,0.0951219512195122,0.0477642276422764,0.194173441734417,0.0473577235772358,0.0990514905149051,0.102371273712737,0.293834688346883,0.383333333333333,0.00139493072419902,0.00138284705357876,246.2,246.2,35.8556380900678,46.4286541483135,53.0558490290613,63.6308596488313,70.1027155300591,80.6769102339019,105.750011573606,116.325026951052,127.375054935414,17.258051217438,34.2500416587112,69.9026931534352,91.5264670467635,17.1074704770178,52.7060824317696,74.3305284014995,35.6550923968733,57.2773032710323,137.950015016833,NaN,-5.71704357174699,9.37799613270542,-5.64755102606453,1.2944285558228,41,40,45.1326932500156,246.2,45.707655196802,57.5415923093581,250.302616846089,24.0321719152498,68.615563353167,-0.0178806707584291,0.0820889935803578,-0.0819607229355465,0.0167957961019929,16,40,ARR
22,51.3776015857284,0.0863425925925926,0.0944444444444444,0.0974537037037037,0.0488425925925926,0.194560185185185,0.0486111111111111,0.0971064814814815,0.0855324074074074,0.28900462962963,0.373958333333333,0.00139219576719577,0.00138558201058201,405.608695652174,405.478260869565,33.9199513426955,50.7419144764283,51.5273072367713,68.3538859734002,69.0033693612473,85.8277168062064,103.913047745343,120.739195173337,117.65228567633,17.6677033991489,35.0869582607622,70.0030740081952,83.7407620511816,17.5374477764555,52.397195757103,66.1368230129571,34.9191569835246,48.6549528256225,134.478261225773,1.68127352490903,-5.83675861900035,9.38651086001268,-5.77631575132072,1.62783117829109,24,23,12.8087576373246,405.608695652174,13.0966308312648,14.5928913974868,405.810889776099,25.2369105061185,70.2921094363666,-0.0201721825549513,0.0818854563095416,-0.0823110872542505,0.0186936228597782,2,8.69565217391304,ARR
23,100.614469772052,0.066903073286052,0.100059101654846,0.0960992907801418,0.0485224586288416,0.190248226950355,0.0475768321513002,0.0941489361702128,0.10531914893617,0.290307328605201,0.385579196217494,NaN,NaN,214.173913043478,214.108695652174,36.0498716996183,46.5031869381354,53.4838796476787,63.9396341996748,70.5911592971051,81.0455883475983,104.521855141153,114.978311263494,128.434924173876,17.4771805662351,34.5435359605923,68.4807177685989,92.3925464196829,17.1548176047187,51.0484475173176,74.9610725178528,33.9404831813499,57.8501269696824,138.891328720599,NaN,NaN,NaN,NaN,1.38103414227425,47,46,77.3926477655749,214.173913043478,78.2478411055612,98.2561178317057,227.728098741727,22.5386914741925,69.1755341315461,-0.0190056389507134,NaN,NaN,0.0182917219600239,20,43.4782608695652,ARR
24,87.7700693756194,0.0779810298102981,0.0971544715447154,0.0922086720867209,0.0459349593495935,0.195257452574526,0.0462737127371274,0.103048780487805,0.0866531165311653,0.292411924119241,0.3789972899729,0.00138375626180504,0.00139402151597274,240.55,240.525,34.9575374707542,47.278265855832,51.5049085361952,63.8310805111808,68.1529694665509,80.4763495278774,105.250017690639,117.575051880599,124.075132413052,16.6122889576788,33.2001233439225,70.3031521864818,89.1266653080354,16.7044465296334,53.7555296059407,72.5804846556447,37.1044742697574,55.9268543742822,136.400000533028,1.98040068756639,-6.1490920755677,9.58331469048415,-5.5119424490276,1.25920996966096,41,40,4.20683966892013,240.55,4.26043214372463,5.36553395619751,240.586782679348,23.0828464163391,66.5168588312348,-0.0207577167677152,0.0867860012359123,-0.0808704788047254,0.0155095877548064,0,0,ARR
25,92.0515361744301,0.0705426356589147,0.109237726098191,0.0864341085271318,0.0443152454780362,0.154715762273902,0.0421188630490956,0.06828165374677,0.0636950904392765,0.263953488372093,0.323514211886305,0.00142431441193632,0.00135346336584146,231.357142857143,231.380952380952,39.3137141261697,51.6449949634502,55.2674397403702,67.6010518348439,70.4322426571513,82.7641882390565,95.0952601685663,107.428583305452,104.309593699844,16.0099319033557,31.1194049574653,55.7881313614136,65.0016875223293,15.2408195532949,39.8425996199311,49.0567066286449,24.6763092078993,33.8872749701636,116.642859406899,NaN,-5.68177412267036,10.4855065912824,-7.28715763664682,2.33701584372114,43,42,7.42845695882501,231.357142857143,7.51850214899616,7.37432883444162,231.476369255718,22.205607355513,62.3701564141159,-0.0145731105346613,0.0847990991649103,-0.0987373766133505,0.0287813605024356,0,0,ARR
26,89.9108027750248,0.0624338624338624,0.0900132275132275,0.0976851851851852,0.0485449735449735,0.161640211640212,0.0491402116402116,0.0639550264550265,0.0742724867724868,0.251653439153439,0.331349206349206,0.00138038548752834,0.00139739229024943,238.512195121951,238.365853658537,32.3477943132161,43.6119309822536,49.8093780845882,61.0794174900962,67.4931305425465,78.7587273406656,90.4390273892408,101.707515950438,107.853889653926,17.5124733128854,35.1469623135351,58.1010434766189,75.5133486515914,17.7479287114834,40.6397307913197,58.0556306721691,22.966831712701,40.3707103787297,119.121952726561,2.17740879617819,-5.42156637073424,9.18895583544543,-7.02048729594438,2.84223335024546,42,41,13.7417326830593,238.512195121951,13.9124439823122,13.671846071398,238.907727876317,24.7922833911574,70.4073643379039,-0.0198028188796978,0.0749653287145521,-0.085764642535978,0.036994268710674,2,4.8780487804878,ARR
27,109.611940298507,0.0671023965141612,0.0929193899782135,0.0907952069716776,0.046677559912854,0.153322440087146,0.0441176470588235,0.0625272331154684,0.0626906318082789,0.246241830065359,0.311220043572985,0.00142798491450452,0.00134979286327325,195.74,195.72,33.4494900416098,45.043247757677,50.2441531505056,61.8465535385794,66.1249633455503,77.721982635353,88.6802972225088,100.280004781031,100.280379874806,16.8617384780839,32.6800110939811,55.2429472255706,66.8421077056207,15.9465464521973,38.4501093096159,50.0489137822633,22.5679048622014,34.1647177663036,111.880001831631,2.62443590963479,-6.26754982765603,10.1333209775165,-6.78248151840802,1.97540832294065,51,50,7.88367934406264,195.74,7.96371874983858,11.8986067664282,195.898698311142,23.6481502116212,65.4882960242623,-0.0238455272047186,0.0857594705812975,-0.09156728319257,0.0270724785883334,1,2,ARR
28,111.761194029851,0.0792735042735043,0.12366452991453,0.0888354700854701,0.0452457264957265,0.192094017094017,0.0435897435897436,0.103258547008547,0.136752136752137,0.315758547008547,0.425,0.00141450504077127,0.00136327273700651,192.529411764706,192.529411764706,44.5499297482364,59.7651201744998,60.8440640912093,76.059914985272,76.5303704892887,91.7456371507243,113.686284841035,128.901976885873,137.666698612051,16.3049656180167,31.9806031959361,69.1376861699752,93.1178293996089,15.7020485756977,52.8443872733494,76.8247234871899,37.1585980274448,61.1380088518731,152.882358387097,NaN,-2.36071878524268,4.50261101713655,-3.02011538000328,0.711402519188528,52,51,24.6348652508693,192.529411764706,24.8799943257039,38.7938139398539,194.099075166246,10.261083981575,63.9876173896506,-0.00603208890599982,0.035187644885742,-0.0434472695234926,0.00929638775955531,2,3.92156862745098,ARR
29,70.9253731343284,0.087037037037037,0.103282828282828,0.113468013468013,0.0551346801346801,0.198989898989899,0.0583333333333333,0.0855218855218855,0.0882996632996633,0.302272727272727,0.401683501683502,0.00134946636471027,0.00142831141306751,302.46875,302.5,37.2239830887567,53.8460307595641,57.0677840976269,73.693096655045,78.0671340541291,94.6902524390399,108.781580251394,125.406882889976,127.843845054971,19.8929467335352,40.8445011522224,71.5679933737223,90.6262065950573,21.0628747794818,51.7212963361513,70.7873843401565,30.7392581229389,49.786171312226,144.468754751568,NaN,-4.98589286242272,8.43985401796061,-6.49449912988803,3.34169077387945,33,32,11.0368257863165,302.46875,11.2134262123293,11.4441138554055,302.670045181217,30.7487312260831,81.8003226652393,-0.0167344838445323,0.0704043185175397,-0.0771716671035417,0.0363517726418847,1,3.125,ARR
30,70.9253731343284,0.0707912457912458,0.10547138047138,0.0928451178451178,0.0467171717171717,0.196632996632997,0.0461279461279461,0.103787878787879,0.117087542087542,0.302104377104377,0.416582491582492,0.0013978165493317,0.00137996122844608,299.4375,299.46875,38.0053076319509,51.940390586293,54.8186197920443,68.7560532405702,71.409188339828,85.3455859335052,108.781253705197,122.718791397894,136.468796941052,16.8750471731419,33.406278868906,70.7841124456287,98.4701290036516,16.6584355095105,53.9749007314512,81.6615507821001,37.3806872465272,65.0647217292796,150.406254284242,NaN,-5.89135863940551,9.98357263794207,-6.04795898714524,1.24508862524228,33,32,62.5219648903487,299.4375,63.5223798510059,81.307896205915,305.89510048381,24.3522912536088,66.9397615515584,-0.0167184770231488,0.0863211577659002,-0.0883697777609094,0.0174190836655344,14,43.75,ARR
31,75.2238805970149,0.076984126984127,0.102142857142857,0.0946031746031746,0.0479365079365079,0.195396825396825,0.0466666666666667,0.100793650793651,0.095952380952381,0.297539682539683,0.37952380952381,0.00140591434451084,0.00137186343326694,281.323529411765,281.411764705882,36.8280897741812,50.0907874051297,54.0931334261206,67.3578735923894,70.8848859530434,84.1486925751377,107.176472513831,120.441218426307,123.382405996814,17.3146887580403,34.0588876441457,70.3553805059381,86.5601038182853,16.8463874591565,53.093141889754,69.2992444976782,36.299188182603,52.5023583484583,136.647066681019,NaN,-5.23450131833873,8.79436124981526,-5.40381830401625,1.37763546106533,35,34,74.5341298009865,281.323529411765,75.6550066793376,117.145887086746,291.029662931259,22.0582135237069,68.2199638613425,-0.0156898446476292,0.0758270586140719,-0.0779888295561832,0.0164962427687419,12,35.2941176470588,ARR
32,73.0746268656716,0.0651143790849673,0.0730392156862745,0.0956699346405229,0.0501633986928105,0.196977124183007,0.0455065359477124,0.101307189542484,0.127614379084967,0.270016339869281,0.386111111111111,0.00145633193859837,0.0013214458391794,288.606060606061,288.545454545455,26.256598512381,37.8825694338883,44.3048744043987,55.9439407642627,60.6707523459189,72.3040495103717,97.2125907341172,108.848490333419,127.758051177562,18.1034614782435,34.4246016459578,70.9719143468452,101.516438366979,16.4002055634797,52.9135479778807,83.4577866066753,36.5478651715218,67.0919192182026,139.393941343482,3.38831824755071,-5.65566285346861,7.53304182195234,-4.34309107748866,0.741151961367013,34,33,21.2858459074646,288.606060606061,21.6158787034257,32.7894413026129,289.38995396272,19.3806830200597,68.9282686876809,-0.0318985629394181,0.0669470063836651,-0.0647589198939993,0.011151349366156,7,21.2121212121212,ARR
